,K,alpha,k,accuracy,precision,recall,n
343,5.0,20.0,8.0,0.38333333333333336,0.3433333333333333,0.375,300.0
344,5.0,20.0,9.0,0.43333333333333335,0.33135225885225883,0.4125,300.0
345,5.0,20.0,10.0,0.43333333333333335,0.3345238095238095,0.4125,300.0
346,5.0,20.0,11.0,0.4166666666666667,0.3451190476190476,0.3976190476190476,300.0
347,5.0,20.0,12.0,0.43333333333333335,0.35511904761904756,0.4142857142857143,300.0
348,5.0,20.0,13.0,0.45,0.36226190476190473,0.4267857142857143,300.0
349,5.0,20.0,14.0,0.45,0.45623015873015876,0.4375,300.0
350,5.0,20.0,15.0,0.43333333333333335,0.38202380952380954,0.42000000000000004,300.0
351,5.0,20.0,16.0,0.43333333333333335,0.33460317460317457,0.4166666666666667,300.0
352,5.0,20.0,17.0,0.45,0.39944444444444444,0.4416666666666667,300.0
353,5.0,20.0,18.0,0.45,0.3898809523809524,0.4416666666666667,300.0
354,5.0,20.0,19.0,0.45,0.3863095238095238,0.4416666666666667,300.0
355,5.0,20.0,20.0,0.45,0.38583333333333336,0.4416666666666667,300.0
356,5.0,20.0,21.0,0.4666666666666667,0.39952380952380956,0.45833333333333337,300.0
357,5.0,20.0,22.0,0.48333333333333334,0.5066666666666666,0.4783333333333334,300.0
358,5.0,20.0,23.0,0.45,0.3441666666666666,0.4333333333333334,300.0
359,5.0,20.0,24.0,0.45,0.3378571428571428,0.4291666666666667,300.0
360,5.0,20.0,1.0,0.6875,0.698452380952381,0.6932142857142857,400.0
361,5.0,20.0,2.0,0.65,0.6889285714285714,0.6532142857142856,400.0
362,5.0,20.0,3.0,0.7125,0.7383152958152959,0.7143253968253969,400.0
363,5.0,20.0,4.0,0.725,0.7306637806637807,0.7268253968253968,400.0
364,5.0,20.0,5.0,0.7125,0.7183927183927183,0.712936507936508,400.0
365,5.0,20.0,6.0,0.6875,0.697965367965368,0.6962698412698414,400.0
366,5.0,20.0,7.0,0.675,0.6774464424464425,0.6862698412698414,400.0
367,5.0,20.0,8.0,0.625,0.6216527916527916,0.6251587301587301,400.0
368,5.0,20.0,9.0,0.6375,0.6216955266955266,0.6321031746031747,400.0
369,5.0,20.0,10.0,0.6375,0.6253787878787879,0.6334920634920636,400.0
370,5.0,20.0,11.0,0.6375,0.6335389610389611,0.6321031746031747,400.0
371,5.0,20.0,12.0,0.625,0.6006546231546231,0.6143253968253968,400.0
372,5.0,20.0,13.0,0.6375,0.635,0.6296031746031746,400.0
373,5.0,20.0,14.0,0.6375,0.6197222222222222,0.6309920634920635,400.0
374,5.0,20.0,15.0,0.65,0.6465384615384615,0.6407142857142857,400.0
375,5.0,20.0,16.0,0.6375,0.6326495726495726,0.6296031746031746,400.0
376,5.0,20.0,17.0,0.625,0.601010101010101,0.6087698412698412,400.0
377,5.0,20.0,18.0,0.6125,0.599651737151737,0.5987698412698412,400.0
378,5.0,20.0,19.0,0.6,0.586507659007659,0.5862698412698413,400.0
379,5.0,20.0,20.0,0.6125,0.5961813186813187,0.5987698412698412,400.0
380,5.0,20.0,21.0,0.6,0.5688489288489288,0.5807142857142857,400.0
381,5.0,20.0,22.0,0.6375,0.609383116883117,0.6196031746031746,400.0
382,5.0,20.0,23.0,0.6125,0.5823104673104674,0.5918253968253968,400.0
383,5.0,20.0,24.0,0.6125,0.5867549117549118,0.5918253968253968,400.0
384,5.0,20.0,1.0,0.7125,0.7649891774891775,0.7144841269841271,400.0
385,5.0,20.0,2.0,0.6625,0.7216450216450216,0.6547619047619048,400.0
386,5.0,20.0,3.0,0.65,0.705937950937951,0.6422619047619047,400.0
387,5.0,20.0,4.0,0.675,0.733984348984349,0.6644841269841271,400.0
388,5.0,20.0,5.0,0.7375,0.748510101010101,0.7297619047619047,400.0
389,5.0,20.0,6.0,0.725,0.766060606060606,0.7218253968253968,400.0
390,5.0,20.0,7.0,0.6625,0.6831546231546232,0.6603174603174603,400.0
391,5.0,20.0,8.0,0.675,0.6834576534576534,0.6714285714285715,400.0
392,5.0,20.0,9.0,0.6875,0.7082051282051283,0.6825396825396826,400.0
393,5.0,20.0,10.0,0.6625,0.6713003663003663,0.657142857142857,400.0
394,5.0,20.0,11.0,0.6625,0.6775557775557777,0.657142857142857,400.0
395,5.0,20.0,12.0,0.625,0.6254761904761904,0.6154761904761904,400.0
396,5.0,20.0,13.0,0.6375,0.6557936507936508,0.6265873015873016,400.0
397,5.0,20.0,14.0,0.625,0.6456926406926407,0.6154761904761904,400.0
398,5.0,20.0,15.0,0.6125,0.6156746031746032,0.6043650793650793,400.0
399,5.0,20.0,16.0,0.65,0.6647222222222222,0.6376984126984127,400.0
400,5.0,20.0,17.0,0.6375,0.6599206349206349,0.6251984126984127,400.0
401,5.0,20.0,18.0,0.6375,0.6599206349206349,0.6251984126984127,400.0
402,5.0,20.0,19.0,0.625,0.6429545454545454,0.6154761904761905,400.0
403,5.0,20.0,20.0,0.625,0.6504545454545455,0.6154761904761905,400.0
404,5.0,20.0,21.0,0.6,0.6296212121212121,0.5918650793650794,400.0
405,5.0,20.0,22.0,0.5875,0.6153921568627452,0.5793650793650794,400.0
406,5.0,20.0,23.0,0.5875,0.6720588235294118,0.5793650793650794,400.0
407,5.0,20.0,24.0,0.5875,0.6677777777777778,0.5793650793650794,400.0
408,5.0,20.0,1.0,0.6875,0.7138708513708514,0.6923809523809524,400.0
409,5.0,20.0,2.0,0.675,0.7147727272727272,0.6813888888888889,400.0
410,5.0,20.0,3.0,0.6625,0.6963400488400489,0.6624206349206349,400.0
411,5.0,20.0,4.0,0.75,0.785576923076923,0.7478174603174603,400.0
412,5.0,20.0,5.0,0.675,0.7213797313797314,0.6693650793650793,400.0
413,5.0,20.0,6.0,0.7,0.7411324786324787,0.6936507936507936,400.0
414,5.0,20.0,7.0,0.7,0.7365384615384616,0.7003174603174603,400.0
415,5.0,20.0,8.0,0.6875,0.6995795870795871,0.6878174603174603,400.0
416,5.0,20.0,9.0,0.6625,0.6785714285714286,0.6628174603174604,400.0
417,5.0,20.0,10.0,0.6625,0.6892857142857143,0.6642063492063492,400.0
418,5.0,20.0,11.0,0.65,0.7156349206349206,0.6495238095238095,400.0
419,5.0,20.0,12.0,0.6625,0.7227777777777777,0.6638095238095237,400.0
420,5.0,20.0,13.0,0.6375,0.6830952380952381,0.6388095238095237,400.0
421,5.0,20.0,14.0,0.6375,0.6830952380952381,0.6388095238095237,400.0
422,5.0,20.0,15.0,0.65,0.7216666666666667,0.6513095238095238,400.0
423,5.0,20.0,16.0,0.625,0.674047619047619,0.6245238095238095,400.0
424,5.0,20.0,17.0,0.625,0.674047619047619,0.6245238095238095,400.0
425,5.0,20.0,18.0,0.6375,0.685952380952381,0.6345238095238095,400.0
426,5.0,20.0,19.0,0.6125,0.6670833333333334,0.6120238095238095,400.0
427,5.0,20.0,20.0,0.6125,0.6647023809523809,0.6120238095238095,400.0
428,5.0,20.0,21.0,0.625,0.6789880952380952,0.6245238095238095,400.0
429,5.0,20.0,22.0,0.625,0.6894397759103641,0.6245238095238095,400.0
430,5.0,20.0,23.0,0.6375,0.6864285714285714,0.6370238095238095,400.0
431,5.0,20.0,24.0,0.625,0.6787254901960784,0.6245238095238095,400.0
432,5.0,20.0,1.0,0.6875,0.7130952380952381,0.6939285714285715,400.0
433,5.0,20.0,2.0,0.725,0.7390781440781441,0.7121428571428571,400.0
434,5.0,20.0,3.0,0.6875,0.7147366522366523,0.6896428571428571,400.0
435,5.0,20.0,4.0,0.6625,0.6722366522366523,0.6646428571428571,400.0
436,5.0,20.0,5.0,0.7125,0.7311363636363636,0.7146428571428571,400.0
437,5.0,20.0,6.0,0.7125,0.7339790764790765,0.7163095238095238,400.0
438,5.0,20.0,7.0,0.675,0.6949206349206349,0.6771428571428572,400.0
439,5.0,20.0,8.0,0.6625,0.6829761904761905,0.6628571428571429,400.0
440,5.0,20.0,9.0,0.675,0.6956962481962482,0.6838095238095238,400.0
441,5.0,20.0,10.0,0.6625,0.6835137085137085,0.667142857142857,400.0
442,5.0,20.0,11.0,0.675,0.7021284271284272,0.6771428571428572,400.0
443,5.0,20.0,12.0,0.675,0.6836363636363636,0.6728571428571428,400.0
444,5.0,20.0,13.0,0.65,0.655,0.6503571428571429,400.0
445,5.0,20.0,14.0,0.65,0.6622619047619047,0.6461904761904762,400.0
446,5.0,20.0,15.0,0.6125,0.643474025974026,0.6136904761904762,400.0
447,5.0,20.0,16.0,0.6,0.6204004329004329,0.6035714285714285,400.0
448,5.0,20.0,17.0,0.6125,0.6489435564435564,0.6135714285714287,400.0
449,5.0,20.0,18.0,0.6,0.6255952380952381,0.6010714285714286,400.0
450,5.0,20.0,19.0,0.5875,0.5970851370851371,0.5867857142857142,400.0
451,5.0,20.0,20.0,0.6125,0.6364718614718615,0.6117857142857143,400.0
452,5.0,20.0,21.0,0.6,0.6333916083916084,0.5992857142857143,400.0
453,5.0,20.0,22.0,0.5875,0.6266666666666667,0.5910714285714286,400.0
454,5.0,20.0,23.0,0.625,0.6607725607725607,0.6260714285714286,400.0
455,5.0,20.0,24.0,0.625,0.675974025974026,0.6260714285714286,400.0
456,5.0,20.0,1.0,0.775,0.8061660561660562,0.7812698412698412,400.0
457,5.0,20.0,2.0,0.7,0.7465584415584415,0.6872619047619047,400.0
458,5.0,20.0,3.0,0.775,0.781417748917749,0.7704365079365079,400.0
459,5.0,20.0,4.0,0.75,0.7759279609279609,0.746547619047619,400.0
460,5.0,20.0,5.0,0.75,0.7807326007326008,0.7503174603174603,400.0
461,5.0,20.0,6.0,0.775,0.7901770451770451,0.7739285714285714,400.0
462,5.0,20.0,7.0,0.775,0.7800721500721501,0.7683730158730159,400.0
463,5.0,20.0,8.0,0.7375,0.73748556998557,0.728095238095238,400.0
464,5.0,20.0,9.0,0.725,0.7241522366522367,0.715595238095238,400.0
465,5.0,20.0,10.0,0.725,0.7241522366522367,0.715595238095238,400.0
466,5.0,20.0,11.0,0.7125,0.7125222000222001,0.6989285714285713,400.0
467,5.0,20.0,12.0,0.7,0.6897949272949273,0.6822619047619047,400.0
468,5.0,20.0,13.0,0.6875,0.6796217671217673,0.6711507936507937,400.0
469,5.0,20.0,14.0,0.675,0.6698232323232324,0.6611507936507937,400.0
470,5.0,20.0,15.0,0.6875,0.7004184704184705,0.6735317460317459,400.0
471,5.0,20.0,16.0,0.6875,0.6962518037518037,0.6711507936507936,400.0
472,5.0,20.0,17.0,0.7,0.7111868686868688,0.6822619047619047,400.0
473,5.0,20.0,18.0,0.6875,0.7010137085137085,0.6711507936507937,400.0
474,5.0,20.0,19.0,0.675,0.6903535353535354,0.6568650793650793,400.0
475,5.0,20.0,20.0,0.6875,0.7123232323232325,0.6735317460317459,400.0
476,5.0,20.0,21.0,0.675,0.6903535353535354,0.6568650793650793,400.0
477,5.0,20.0,22.0,0.675,0.6903535353535354,0.6568650793650793,400.0
478,5.0,20.0,23.0,0.675,0.6885137085137085,0.6568650793650793,400.0
479,5.0,20.0,24.0,0.65,0.6600925463425463,0.6235317460317461,400.0
480,5.0,20.0,1.0,0.77,0.7864796314796315,0.7742424242424242,500.0
481,5.0,20.0,2.0,0.74,0.7438816738816738,0.7389141414141415,500.0
482,5.0,20.0,3.0,0.79,0.8031546231546232,0.7876515151515152,500.0
483,5.0,20.0,4.0,0.73,0.7502564102564102,0.727449494949495,500.0
484,5.0,20.0,5.0,0.78,0.8137196137196137,0.7843939393939394,500.0
485,5.0,20.0,6.0,0.77,0.7973776223776223,0.7698737373737374,500.0
486,5.0,20.0,7.0,0.77,0.781889776889777,0.7698737373737374,500.0
487,5.0,20.0,8.0,0.78,0.8082223332223333,0.7798737373737374,500.0
488,5.0,20.0,9.0,0.78,0.8019447219447219,0.7851515151515153,500.0
489,5.0,20.0,10.0,0.75,0.7691558441558441,0.7504292929292931,500.0
490,5.0,20.0,11.0,0.76,0.7799367299367299,0.7612626262626263,500.0
491,5.0,20.0,12.0,0.76,0.78502331002331,0.762929292929293,500.0
492,5.0,20.0,13.0,0.77,0.7880952380952382,0.7712626262626263,500.0
493,5.0,20.0,14.0,0.75,0.7801198801198801,0.752929292929293,500.0
494,5.0,20.0,15.0,0.73,0.7682609057609058,0.7334848484848486,500.0
495,5.0,20.0,16.0,0.74,0.7733774558774559,0.7434848484848485,500.0
496,5.0,20.0,17.0,0.73,0.7433866133866134,0.7282070707070707,500.0
497,5.0,20.0,18.0,0.73,0.7616008991008991,0.7282070707070708,500.0
498,5.0,20.0,19.0,0.73,0.7441350316350317,0.7295959595959596,500.0
499,5.0,20.0,20.0,0.71,0.7209415584415584,0.7059848484848485,500.0
500,5.0,20.0,21.0,0.71,0.7185273060273061,0.7059848484848485,500.0
501,5.0,20.0,22.0,0.72,0.7500789406671761,0.7212626262626263,500.0
502,5.0,20.0,23.0,0.7,0.7369187675070028,0.6976515151515151,500.0
503,5.0,20.0,24.0,0.7,0.7369187675070028,0.6976515151515151,500.0
504,5.0,20.0,1.0,0.74,0.7505078255078255,0.7270085470085469,500.0
505,5.0,20.0,2.0,0.71,0.7316391941391942,0.694508547008547,500.0
506,5.0,20.0,3.0,0.73,0.7411546786546787,0.7250330225330226,500.0
507,5.0,20.0,4.0,0.73,0.7315850815850815,0.7219017094017095,500.0
508,5.0,20.0,5.0,0.76,0.76245670995671,0.7536441336441337,500.0
509,5.0,20.0,6.0,0.76,0.7617640692640693,0.7564219114219115,500.0
510,5.0,20.0,7.0,0.73,0.731139546727782,0.7228108003108002,500.0
511,5.0,20.0,8.0,0.75,0.758087598675834,0.748451825951826,500.0
512,5.0,20.0,9.0,0.75,0.7711611917494271,0.748451825951826,500.0
513,5.0,20.0,10.0,0.73,0.7452704158586512,0.7262296037296037,500.0
514,5.0,20.0,11.0,0.71,0.7276956815114709,0.7035275835275836,500.0
515,5.0,20.0,12.0,0.72,0.7490924271806625,0.7146386946386947,500.0
516,5.0,20.0,13.0,0.74,0.7549490705373059,0.7368609168609168,500.0
517,5.0,20.0,14.0,0.74,0.7550868575868576,0.735951825951826,500.0
518,5.0,20.0,15.0,0.67,0.679484126984127,0.6594366744366744,500.0
519,5.0,20.0,16.0,0.68,0.7022113997113998,0.6705477855477855,500.0
520,5.0,20.0,17.0,0.71,0.7566643435683682,0.7030477855477855,500.0
521,5.0,20.0,18.0,0.67,0.7047988561146457,0.6563053613053613,500.0
522,5.0,20.0,19.0,0.68,0.7160733659185672,0.6688053613053613,500.0
523,5.0,20.0,20.0,0.66,0.6891686040138052,0.6520221445221446,500.0
524,5.0,20.0,21.0,0.68,0.7073186973844868,0.6756332556332557,500.0
525,5.0,20.0,22.0,0.68,0.7196077533577533,0.6767443667443669,500.0
526,5.0,20.0,23.0,0.69,0.7258107608765503,0.6833255633255634,500.0
527,5.0,20.0,24.0,0.68,0.7205846441140558,0.6699164724164725,500.0
528,5.0,20.0,1.0,0.77,0.7771864246864247,0.7632614607614607,500.0
529,5.0,20.0,2.0,0.74,0.7674923605805958,0.7374281274281275,500.0
530,5.0,20.0,3.0,0.74,0.75125,0.7375893550893551,500.0
531,5.0,20.0,4.0,0.77,0.773351370851371,0.7689782439782441,500.0
532,5.0,20.0,5.0,0.74,0.7377922077922079,0.7376748251748253,500.0
533,5.0,20.0,6.0,0.75,0.7522502497502497,0.7512859362859363,500.0
534,5.0,20.0,7.0,0.73,0.72991341991342,0.7242560217560218,500.0
535,5.0,20.0,8.0,0.75,0.7513519813519813,0.7501748251748253,500.0
536,5.0,20.0,9.0,0.77,0.7732486957486957,0.7675893550893551,500.0
537,5.0,20.0,10.0,0.77,0.7773756798756799,0.7662004662004662,500.0
538,5.0,20.0,11.0,0.76,0.7753418803418803,0.7587859362859363,500.0
539,5.0,20.0,12.0,0.77,0.7952553002553002,0.7650893550893552,500.0
540,5.0,20.0,13.0,0.76,0.7653968253968254,0.7505594405594406,500.0
541,5.0,20.0,14.0,0.74,0.7571581196581196,0.7406138306138306,500.0
542,5.0,20.0,15.0,0.73,0.7382844932844932,0.7283916083916084,500.0
543,5.0,20.0,16.0,0.74,0.7593882424764777,0.7383916083916084,500.0
544,5.0,20.0,17.0,0.74,0.7572270703153056,0.7418104118104119,500.0
545,5.0,20.0,18.0,0.7,0.7078070458952811,0.6970881895881896,500.0
546,5.0,20.0,19.0,0.7,0.7009464065346418,0.6980069930069931,500.0
547,5.0,20.0,20.0,0.69,0.6934572290454643,0.688006993006993,500.0
548,5.0,20.0,21.0,0.7,0.7106000861883215,0.700506993006993,500.0
549,5.0,20.0,22.0,0.69,0.6906794512676866,0.6866181041181042,500.0
550,5.0,20.0,23.0,0.68,0.6822410759175466,0.6789257964257965,500.0
551,5.0,20.0,24.0,0.69,0.7060505997270703,0.6914257964257965,500.0
552,5.0,20.0,1.0,0.83,0.8377491952491953,0.8304428904428904,500.0
553,5.0,20.0,2.0,0.8,0.8200649350649349,0.7929428904428905,500.0
554,5.0,20.0,3.0,0.79,0.8168777056277057,0.7900582750582751,500.0
555,5.0,20.0,4.0,0.82,0.8440422077922077,0.8216491841491841,500.0
556,5.0,20.0,5.0,0.81,0.8266558441558441,0.8125582750582749,500.0
557,5.0,20.0,6.0,0.79,0.8158974358974358,0.7886596736596736,500.0
558,5.0,20.0,7.0,0.77,0.7969372294372294,0.7718764568764569,500.0
559,5.0,20.0,8.0,0.79,0.8090440115440115,0.792987567987568,500.0
560,5.0,20.0,9.0,0.78,0.8111111111111111,0.7784576534576535,500.0
561,5.0,20.0,10.0,0.77,0.7997979797979797,0.7707653457653458,500.0
562,5.0,20.0,11.0,0.79,0.8150757575757576,0.7889471639471639,500.0
563,5.0,20.0,12.0,0.8,0.8241666666666667,0.800058275058275,500.0
564,5.0,20.0,13.0,0.8,0.8241666666666667,0.800058275058275,500.0
565,5.0,20.0,14.0,0.8,0.8241666666666667,0.800058275058275,500.0
566,5.0,20.0,15.0,0.79,0.8160714285714287,0.787558275058275,500.0
567,5.0,20.0,16.0,0.78,0.8010714285714287,0.776447163947164,500.0
568,5.0,20.0,17.0,0.79,0.8091666666666667,0.7889471639471639,500.0
569,5.0,20.0,18.0,0.8,0.8188492063492063,0.7980380730380731,500.0
570,5.0,20.0,19.0,0.78,0.7978116246498599,0.7764471639471638,500.0
571,5.0,20.0,20.0,0.77,0.7863992869875223,0.7687548562548563,500.0
572,5.0,20.0,21.0,0.77,0.7879505135387489,0.7673562548562548,500.0
573,5.0,20.0,22.0,0.76,0.7879505135387489,0.7596639471639471,500.0
574,5.0,20.0,23.0,0.77,0.7879505135387489,0.7673562548562548,500.0
575,5.0,20.0,24.0,0.76,0.7788596044478397,0.7596639471639471,500.0
576,5.0,20.0,1.0,0.79,0.7993931068931068,0.7860858585858586,500.0
577,5.0,20.0,2.0,0.8,0.8140476190476191,0.7937878787878787,500.0
578,5.0,20.0,3.0,0.83,0.8380605505605505,0.8260101010101011,500.0
579,5.0,20.0,4.0,0.81,0.8239610389610389,0.80239898989899,500.0
580,5.0,20.0,5.0,0.78,0.7930894105894106,0.7758838383838385,500.0
581,5.0,20.0,6.0,0.84,0.8512004662004664,0.8339898989898991,500.0
582,5.0,20.0,7.0,0.83,0.8384970584970585,0.8205808080808081,500.0
583,5.0,20.0,8.0,0.82,0.828464590964591,0.811489898989899,500.0
584,5.0,20.0,9.0,0.82,0.8290384615384616,0.8122474747474747,500.0
585,5.0,20.0,10.0,0.85,0.8581868131868132,0.8455808080808082,500.0
586,5.0,20.0,11.0,0.82,0.8339191364191365,0.811489898989899,500.0
587,5.0,20.0,12.0,0.82,0.8339191364191365,0.811489898989899,500.0
588,5.0,20.0,13.0,0.84,0.8506196581196581,0.83739898989899,500.0
589,5.0,20.0,14.0,0.83,0.8328152403152403,0.82739898989899,500.0
590,5.0,20.0,15.0,0.83,0.8400446775446776,0.82739898989899,500.0
591,5.0,20.0,16.0,0.84,0.8457264957264957,0.8398989898989899,500.0
592,5.0,20.0,17.0,0.85,0.851873681873682,0.848989898989899,500.0
593,5.0,20.0,18.0,0.84,0.8423498723498722,0.835580808080808,500.0
594,5.0,20.0,19.0,0.86,0.8663578088578088,0.8580808080808081,500.0
595,5.0,20.0,20.0,0.85,0.8545720945720946,0.8455808080808082,500.0
596,5.0,20.0,21.0,0.85,0.8587762237762236,0.8430808080808081,500.0
597,5.0,20.0,22.0,0.85,0.8625874125874124,0.8455808080808082,500.0
598,5.0,20.0,23.0,0.83,0.8461052836052836,0.8281565656565657,500.0
599,5.0,20.0,24.0,0.81,0.8258352758352758,0.8073232323232323,500.0
600,5.0,20.0,1.0,0.7666666666666667,0.7813701494583848,0.7693764568764568,600.0
601,5.0,20.0,2.0,0.775,0.7854273504273503,0.7681701631701633,600.0
602,5.0,20.0,3.0,0.775,0.7825990675990675,0.7740034965034965,600.0
603,5.0,20.0,4.0,0.775,0.775993450993451,0.77245337995338,600.0
604,5.0,20.0,5.0,0.7416666666666667,0.7420238095238094,0.7386625874125874,600.0
605,5.0,20.0,6.0,0.7666666666666667,0.7703479853479853,0.7659353146853147,600.0
606,5.0,20.0,7.0,0.775,0.7756210456210457,0.772229020979021,600.0
607,5.0,20.0,8.0,0.7666666666666667,0.7795770895770896,0.7654458041958042,600.0
608,5.0,20.0,9.0,0.7583333333333333,0.7627222777222779,0.7556701631701632,600.0
609,5.0,20.0,10.0,0.7666666666666667,0.77002664002664,0.7640034965034965,600.0
610,5.0,20.0,11.0,0.7583333333333333,0.7612187812187813,0.7556701631701632,600.0
611,5.0,20.0,12.0,0.75,0.7497785547785548,0.7477534965034967,600.0
612,5.0,20.0,13.0,0.7583333333333333,0.7702536679007268,0.7594201631701631,600.0
613,5.0,20.0,14.0,0.7583333333333333,0.7609965034965035,0.7577534965034965,600.0
614,5.0,20.0,15.0,0.7666666666666667,0.771381673881674,0.7654020979020979,600.0
615,5.0,20.0,16.0,0.7583333333333333,0.7697740563530037,0.7577534965034965,600.0
616,5.0,20.0,17.0,0.7416666666666667,0.7611733433405259,0.739303613053613,600.0
617,5.0,20.0,18.0,0.7416666666666667,0.7689646464646465,0.739303613053613,600.0
618,5.0,20.0,19.0,0.7416666666666667,0.7698805279687633,0.739303613053613,600.0
619,5.0,20.0,20.0,0.7333333333333333,0.7766374269005848,0.7309702797202797,600.0
620,5.0,20.0,21.0,0.75,0.7804558745348219,0.7455536130536131,600.0
621,5.0,20.0,22.0,0.7333333333333333,0.759785939894299,0.7281293706293706,600.0
622,5.0,20.0,23.0,0.75,0.7761480908152734,0.7441550116550115,600.0
623,5.0,20.0,24.0,0.7666666666666667,0.7848245614035088,0.7618473193473194,600.0
624,5.0,20.0,1.0,0.8166666666666667,0.8264194139194139,0.810862470862471,600.0
625,5.0,20.0,2.0,0.7916666666666666,0.8115797274620803,0.7802214452214453,600.0
626,5.0,20.0,3.0,0.8166666666666667,0.8257792207792208,0.8166200466200466,600.0
627,5.0,20.0,4.0,0.8416666666666667,0.8582412032412033,0.8434032634032634,600.0
628,5.0,20.0,5.0,0.85,0.8567260517260518,0.8507109557109557,600.0
629,5.0,20.0,6.0,0.8416666666666667,0.8483381895881896,0.8432867132867132,600.0
630,5.0,20.0,7.0,0.8416666666666667,0.8594143356643358,0.8446853146853147,600.0
631,5.0,20.0,8.0,0.8583333333333333,0.8732055444555445,0.86006993006993,600.0
632,5.0,20.0,9.0,0.8416666666666667,0.8657264957264956,0.844044289044289,600.0
633,5.0,20.0,10.0,0.8416666666666667,0.863978243978244,0.8434032634032634,600.0
634,5.0,20.0,11.0,0.825,0.844857364857365,0.8273776223776224,600.0
635,5.0,20.0,12.0,0.8333333333333334,0.8500089126559714,0.8357109557109558,600.0
636,5.0,20.0,13.0,0.8333333333333334,0.8625267714741398,0.8373776223776224,600.0
637,5.0,20.0,14.0,0.8083333333333333,0.8439133089133088,0.8157109557109556,600.0
638,5.0,20.0,15.0,0.8166666666666667,0.8516910866910867,0.82006993006993,600.0
639,5.0,20.0,16.0,0.8166666666666667,0.8516910866910867,0.82006993006993,600.0
640,5.0,20.0,17.0,0.8333333333333334,0.8674653124653124,0.8390442890442891,600.0
641,5.0,20.0,18.0,0.825,0.8597546897546897,0.8307109557109558,600.0
642,5.0,20.0,19.0,0.8333333333333334,0.8664213564213565,0.8384032634032634,600.0
643,5.0,20.0,20.0,0.825,0.8593650793650793,0.8293123543123544,600.0
